Liedanfang,Quelle,Seite,Videolink,Bewerten
Die Trommel schlägt und schmettert,hell klingen unsere Lieder (BW),13,https://www.youtube.com/embed/7_HoJS2ZE9I?si=oQR2ws9S9Dc2Zugp,1
Vom Barette schwankt die Feder,hell klingen unsere Lieder (BW),15,https://www.youtube.com/embed/1CwCeK-GE9Q?si=0ExnCedDazIwUnHm,1
